uid,title,abstract,year,venue,authors,doi,arxiv_id,url,source,query,query_role,family,advisor_seed,citation_count,matched_terms,retrieved_at,relevance_score,hostile_score
doi:10.48550/arxiv.1908.01238,Learning Guided Convolutional Network for Depth Completion,"Dense depth perception is critical for autonomous driving and other robotics applications. However, modern LiDAR sensors only provide sparse depth measurement. It is thus necessary to complete the sparse LiDAR data, where a synchronized guidance RGB image is often used to facilitate this completion. Many neural networks have been designed for this task. However, they often na\""ıvely fuse the LiDAR data and RGB image information by performing feature concatenation or element-wise addition. Inspired by the guided image filtering, we design a novel guided network to predict kernel weights from the guidance image. These predicted kernels are then applied to extract the depth image features. In this way, our network generates content-dependent and spatially-variant kernels for multi-modal feature fusion. Dynamically generated spatially-variant kernels could lead to prohibitive GPU memory cons",2019,arXiv (Cornell University),Jie Tang; Fei-Peng Tian; Wei Feng; Jian Li; Ping Tan,10.48550/arxiv.1908.01238,,https://doi.org/10.48550/arxiv.1908.01238,openalex,energy based model robot learning,concept,ebm,,26,benchmark; generalization,2026-06-12T18:26:24Z,21.848,23.848
arxiv:2504.01957v2,Toward Real-world BEV Perception: Depth Uncertainty Estimation via Gaussian Splatting,"Bird's-eye view (BEV) perception has gained significant attention because it provides a unified representation to fuse multiple view images and enables a wide range of down-stream autonomous driving tasks, such as forecasting and planning. Recent state-of-the-art models utilize projection-based methods which formulate BEV perception as query learning to bypass explicit depth estimation. While we observe promising advancements in this paradigm, they still fall short of real-world applications because of the lack of uncertainty modeling and expensive computational requirement. In this work, we introduce GaussianLSS, a novel uncertainty-aware BEV perception framework that revisits unprojection-based methods, specifically the Lift-Splat-Shoot (LSS) paradigm, and enhances them with depth un-certainty modeling. GaussianLSS represents spatial dispersion by learning a soft depth mean and computi",2025,arXiv,Shu-Wei Lu; Yi-Hsuan Tsai; Yi-Ting Chen,,2504.01957v2,http://arxiv.org/abs/2504.01957v2,arxiv,Gaussian splatting robot perception,concept,architecture,,,Gaussian splatting robot perception,2026-06-12T14:45:03Z,19.850,21.850
doi:10.1109/cvpr52734.2025.01596,Toward Real-world BEV Perception: Depth Uncertainty Estimation via Gaussian Splatting,,2025,2025 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),Shu-Wei Lu; Yi-Hsuan Tsai; Yi-Ting Chen,10.1109/cvpr52734.2025.01596,,https://doi.org/10.1109/cvpr52734.2025.01596,crossref,Gaussian splatting robot perception,concept,architecture,,5,Gaussian splatting robot perception,2026-06-12T14:45:03Z,19.496,21.496
doi:10.1109/jsen.2024.3488495,"TRIDENT: Efficient Triple-Task Learning of Dehazing, Depth, and Uncertainty Estimation for Underwater 3-D Robot Visual Perception",,2025,IEEE Sensors Journal,Geonmo Yang; Younggun Cho,10.1109/jsen.2024.3488495,,https://doi.org/10.1109/jsen.2024.3488495,crossref,Gaussian splatting robot perception,concept,architecture,,4,Gaussian splatting robot perception,2026-06-12T15:07:36Z,19.405,20.405
doi:10.1109/icra.2019.8793610,A Real-Time Interactive Augmented Reality Depth Estimation Technique for Surgical Robotics,"Augmented reality (AR) is a promising technology where the surgeon can see the medical abnormality in the context of the patient. It makes the anatomy of interest visible to the surgeon which otherwise is not visible. It can result in better surgical precision and therefore, potentially better surgical outcomes and faster recovery times. Despite these benefits, the current AR systems suffer from two major challenges; first, incorrect depth perception and, second, the lack of suitable evaluation systems. Therefore, in the current paper we addressed both of these problems. We proposed a color depth encoding (CDE) technique to estimate the distance between the tumor and the tissue surface using a surgical instrument. We mapped the distance between the tumor and the tissue surface to the blue-red color spectrum. For evaluation and interaction with our AR technique, we propose to use a virtua",2019,,Megha Kalia; Nassir Navab; Tim Salcudean,10.1109/icra.2019.8793610,,https://doi.org/10.1109/icra.2019.8793610,openalex,robotics,concept,openalex_bulk_robotics,,37,surgical robot,2026-06-12T18:57:17Z,19.319,20.319
doi:10.1109/jas.2022.105674,Multi-Joint Active Collision Avoidance for Robot Based on Depth Visual Perception,,2022,IEEE/CAA Journal of Automatica Sinica,Hui Li; Xingfang Wang; Xiao Huang; Yifan Ma; Zhihong Jiang,10.1109/jas.2022.105674,,https://doi.org/10.1109/jas.2022.105674,crossref,Gaussian splatting robot perception,concept,architecture,,11,Gaussian splatting robot perception,2026-06-12T15:07:36Z,19.242,19.242
arxiv:2602.01939v3,"Towards Exploratory and Focused Manipulation with Bimanual Active Perception: A New Problem, Benchmark and Strategy","Recently, active vision has reemerged as an important concept for manipulation, since visual occlusion occurs more frequently when main cameras are mounted on the robot heads. We reflect on the visual occlusion issue and identify its essence as the absence of information useful for task completion. Inspired by this, we come up with the more fundamental problem of Exploratory and Focused Manipulation (EFM). The proposed problem is about actively collecting information to complete challenging manipulation tasks that require exploration or focus. As an initial attempt to address this problem, we establish the EFM-10 benchmark that consists of 4 categories of tasks that align with our definition (10 tasks in total). We further come up with a Bimanual Active Perception (BAP) strategy, which leverages one arm to provide active vision and another arm to provide force sensing while manipulating.",2026,arXiv,Yuxin He; Ruihao Zhang; Tianao Shen; Cheng Liu; Qiang Nie,,2602.01939v3,http://arxiv.org/abs/2602.01939v3,arxiv,Gaussian splatting robot perception bimanual manipulation,concept,architecture_x_embodiment,,,Gaussian splatting robot perception; bimanual manipulation; active perception; imitation learning; benchmark; occlusion,2026-06-12T15:07:36Z,19.200,20.200
doi:10.1007/978-3-031-26889-2_16,Bridging Depth Estimation and Completion for Mobile Robots Reliable 3D Perception,,2023,Lecture Notes in Networks and Systems Robot Intelligence Technology and Applications 7,Dimitrios Arapis; Milad Jami; Lazaros Nalpantidis,10.1007/978-3-031-26889-2_16,,https://doi.org/10.1007/978-3-031-26889-2_16,crossref,Gaussian splatting robot perception,concept,architecture,,3,Gaussian splatting robot perception,2026-06-12T15:07:36Z,18.893,18.893
arxiv:2309.16778v1,Coupled Active Perception and Manipulation Planning for a Mobile Manipulator in Precision Agriculture Applications,"A mobile manipulator often finds itself in an application where it needs to take a close-up view before performing a manipulation task. Named this as a coupled active perception and manipulation (CAPM) problem, we model the uncertainty in the perception process and devise a key state/task planning approach that considers reachability conditions as task constraints of both perception and manipulation tasks for the mobile platform. By minimizing the expected energy usage in the body key state planning while satisfying task constraints, our algorithm achieves the best balance between the task success rate and energy usage. We have implemented the algorithm and tested it in both simulation and physical experiments. The results have confirmed that our algorithm has a lower energy consumption compared to a two-stage decoupled approach, while still maintaining a success rate of 100\% for the ta",2023,arXiv,Shuangyu Xie; Chengsong Hu; Di Wang; Joe Johnson; Muthukumar Bagavathiannan; Dezhen Song,,2309.16778v1,http://arxiv.org/abs/2309.16778v1,arxiv,Gaussian splatting robot perception mobile manipulation,concept,architecture_x_embodiment,,,Gaussian splatting robot perception; mobile manipulation; active perception,2026-06-12T15:07:36Z,18.800,19.800
doi:10.1109/mrs60187.2023.10416783,Where Am I Now? Dynamically Finding Optimal Sensor States to Minimize Localization Uncertainty for a Perception-Denied Rover,,2023,2023 International Symposium on Multi-Robot and Multi-Agent Systems (MRS),Troi Williams; Po-Lun Chen; Sparsh Bhogavilli; Vaibhav Sanjay; Pratap Tokekar,10.1109/mrs60187.2023.10416783,,https://doi.org/10.1109/mrs60187.2023.10416783,crossref,Gaussian splatting robot perception,concept,architecture,,2,Gaussian splatting robot perception,2026-06-12T15:07:36Z,18.749,19.749
